Distance,RSSI,SNR,Battery_Level,Packet_Loss_Rate,Node,Health
4.324,-35.0,20.0,95.9,4.4,ASMI,NORMAL
14.101,-50.5,20.0,44.45,8.46,ASMI,NORMAL
28.662,-71.69,18.05,25.59,2.3,ASMI,WARNING
9.195,-39.55,19.21,66.01,9.91,ASMI,NORMAL
14.923,-60.19,20.0,45.84,0.0,ASMI,NORMAL
11.836,-46.07,13.65,29.62,0.82,ASMI,FAILURE
19.08,-68.48,14.6,15.19,0.0,ASMI,FAILURE
6.218,-35.0,20.0,18.32,16.54,ASMI,WARNING
8.168,-35.0,20.0,60.7,1.78,ASMI,NORMAL
25.834,-78.79,14.55,77.53,0.0,ASMI,WARNING
24.434,-67.33,17.42,93.32,10.29,ASMI,NORMAL
23.781,-64.87,13.56,62.69,10.04,ASMI,FAILURE
23.242,-61.7,12.34,68.74,12.84,ASMI,NORMAL
14.053,-45.45,20.0,31.78,10.32,ASMI,WARNING
22.002,-58.78,13.54,34.69,0.0,ASMI,WARNING
11.923,-50.73,12.92,47.58,12.86,ASMI,NORMAL
3.471,-35.0,20.0,88.19,8.26,ASMI,WARNING
12.105,-43.91,18.32,49.18,0.79,ASMI,WARNING
5.181,-35.0,16.52,31.57,6.26,ASMI,WARNING
12.03,-54.03,12.91,92.75,14.78,ASMI,NORMAL
9.274,-38.37,19.88,47.03,6.18,ASMI,WARNING
18.175,-54.77,15.8,17.16,8.41,ASMI,WARNING
11.165,-37.43,20.0,59.09,2.79,ASMI,FAILURE
21.315,-58.31,17.15,66.38,0.32,ASMI,FAILURE
15.608,-48.29,19.37,95.98,12.23,ASMI,NORMAL
27.625,-68.94,11.66,82.59,14.67,ASMI,WARNING
3.185,-35.0,20.0,19.1,12.18,ASMI,NORMAL
20.787,-72.83,14.76,56.07,6.42,ASMI,FAILURE
20.336,-56.0,16.14,49.07,14.47,ASMI,NORMAL
28.543,-93.68,12.51,45.41,11.98,ASMI,WARNING
11.461,-49.45,16.63,22.58,12.78,ASMI,WARNING
9.51,-48.21,20.0,43.78,0.0,ASMI,WARNING
5.586,-35.0,20.0,52.31,0.0,ASMI,FAILURE
8.326,-43.51,17.23,29.7,1.84,ASMI,WARNING
15.306,-55.32,19.37,61.83,0.81,ASMI,NORMAL
25.213,-72.03,11.74,29.92,8.02,ASMI,FAILURE
8.886,-43.17,20.0,20.92,8.38,ASMI,NORMAL
5.153,-35.0,20.0,98.56,13.57,ASMI,WARNING
8.528,-35.0,20.0,71.96,13.09,ASMI,FAILURE
3.477,-35.0,20.0,63.53,4.57,ASMI,WARNING
27.838,-76.18,9.04,39.48,11.26,ASMI,FAILURE
26.242,-76.43,13.71,28.75,0.03,ASMI,NORMAL
9.601,-35.0,20.0,21.83,2.92,ASMI,NORMAL
7.786,-38.37,20.0,15.64,4.24,ASMI,WARNING
27.209,-71.54,11.4,72.97,0.0,ASMI,NORMAL
0.552,-35.0,20.0,34.86,0.0,ASMI,NORMAL
18.217,-65.17,12.43,38.63,0.0,ASMI,NORMAL
27.522,-74.89,17.97,24.49,10.45,ASMI,WARNING
15.502,-47.06,20.0,20.54,11.24,ASMI,WARNING
0.588,-35.0,20.0,54.55,7.72,ASMI,WARNING
6.957,-36.02,20.0,75.48,2.05,ASMI,WARNING
27.712,-74.23,7.21,99.18,13.39,ASMI,WARNING
1.002,-35.0,19.69,40.55,10.5,ASMI,WARNING
12.146,-36.62,20.0,69.75,15.93,ASMI,NORMAL
23.797,-72.03,10.85,20.45,16.02,ASMI,WARNING
25.224,-73.75,12.15,60.01,19.83,ASMI,NORMAL
14.589,-58.58,17.68,56.63,8.91,ASMI,NORMAL
7.358,-35.0,20.0,12.89,14.54,ASMI,WARNING
18.191,-63.62,14.48,53.47,5.78,ASMI,NORMAL
8.281,-39.71,19.91,54.59,5.47,ASMI,WARNING
8.03,-45.71,16.02,43.48,4.95,ASMI,WARNING
24.324,-76.55,10.66,61.62,16.97,ASMI,NORMAL
5.051,-35.0,20.0,14.1,8.8,ASMI,NORMAL
0.663,-35.0,17.82,86.0,0.0,ASMI,NORMAL
10.435,-49.05,20.0,56.85,1.05,ASMI,WARNING
14.984,-43.43,20.0,12.89,4.36,ASMI,WARNING
21.3,-48.44,19.83,98.54,4.64,ASMI,WARNING
23.543,-77.09,14.24,44.36,8.53,ASMI,NORMAL
20.074,-66.47,10.83,98.81,0.0,ASMI,NORMAL
18.982,-52.82,19.24,26.23,0.0,ASMI,WARNING
20.14,-70.41,10.71,12.7,8.39,ASMI,FAILURE
8.51,-38.71,14.93,74.2,7.36,ASMI,WARNING
11.78,-44.72,20.0,95.09,3.09,ASMI,NORMAL
18.685,-65.06,20.0,16.98,9.89,ASMI,NORMAL
2.434,-35.0,18.94,76.2,4.39,ASMI,NORMAL
9.212,-35.0,20.0,16.23,5.62,ASMI,WARNING
12.489,-51.2,19.15,81.45,15.28,ASMI,WARNING
16.237,-53.31,17.59,62.31,5.17,ASMI,WARNING
14.851,-55.12,12.5,80.36,0.0,ASMI,WARNING
21.685,-68.32,15.03,43.43,6.01,ASMI,WARNING
14.466,-54.56,20.0,91.48,13.32,ASMI,FAILURE
27.172,-67.07,17.58,37.24,0.0,ASMI,NORMAL
11.719,-36.6,15.05,35.49,11.41,ASMI,WARNING
15.998,-53.32,20.0,96.46,9.4,ASMI,NORMAL
0.595,-35.0,20.0,21.05,0.32,ASMI,NORMAL
9.659,-43.54,20.0,63.33,8.57,ASMI,FAILURE
26.064,-85.36,6.57,61.66,6.03,ASMI,WARNING
10.341,-35.0,19.25,31.31,6.71,ASMI,WARNING
7.969,-37.7,20.0,38.54,9.12,ASMI,WARNING
16.534,-58.66,20.0,35.79,0.16,ASMI,WARNING
2.823,-35.0,20.0,86.15,5.64,ASMI,WARNING
16.182,-44.12,17.58,45.06,1.92,ASMI,FAILURE
9.458,-38.28,19.93,42.28,7.26,ASMI,WARNING
11.802,-47.16,20.0,67.3,14.68,ASMI,NORMAL
23.845,-66.36,11.78,54.6,4.98,ASMI,FAILURE
20.028,-49.76,16.78,48.34,0.94,ASMI,FAILURE
13.66,-53.32,14.31,73.85,0.0,ASMI,NORMAL
17.537,-57.5,18.06,47.14,11.99,ASMI,WARNING
23.122,-73.18,10.35,29.99,8.16,ASMI,NORMAL
22.501,-65.23,15.37,76.77,15.08,ASMI,WARNING
5.967,-36.3,18.37,16.1,12.29,ASMI,WARNING
9.377,-44.93,20.0,99.97,2.85,ASMI,FAILURE
10.773,-39.94,20.0,63.7,6.55,ASMI,FAILURE
6.032,-35.0,20.0,29.47,0.98,ASMI,FAILURE
0.859,-35.0,20.0,27.84,0.0,ASMI,NORMAL
5.632,-39.66,20.0,34.63,1.97,ASMI,WARNING
24.343,-76.17,19.54,89.13,12.23,ASMI,WARNING
16.605,-53.48,20.0,84.4,7.16,ASMI,WARNING
10.579,-39.83,20.0,23.01,2.56,ASMI,WARNING
18.446,-59.79,16.83,64.0,17.48,ASMI,WARNING
22.325,-56.57,15.65,91.98,11.59,ASMI,WARNING
10.956,-37.99,19.65,75.98,12.08,ASMI,NORMAL
14.249,-49.15,19.09,62.87,17.72,ASMI,NORMAL
2.394,-35.0,18.3,28.78,0.51,ASMI,NORMAL
18.114,-57.51,18.36,94.92,1.28,ASMI,WARNING
11.014,-47.53,13.01,90.26,0.0,ASMI,NORMAL
13.289,-43.76,19.71,38.91,4.64,ASMI,NORMAL
12.967,-43.06,16.97,54.79,13.9,ASMI,WARNING
19.156,-55.88,15.74,17.37,6.4,ASMI,NORMAL
17.388,-47.98,20.0,66.83,8.51,ASMI,NORMAL
12.952,-50.09,14.76,14.89,0.94,ASMI,NORMAL
1.0,-35.0,18.96,91.54,7.8,ASMI,WARNING
18.818,-56.44,13.16,89.24,0.0,ASMI,NORMAL
26.448,-91.24,13.69,35.33,7.13,ASMI,WARNING
23.202,-70.06,8.13,76.78,16.49,ASMI,NORMAL
29.458,-80.99,10.43,49.54,3.77,ASMI,WARNING
4.603,-35.0,20.0,86.08,9.86,ASMI,NORMAL
7.064,-39.88,20.0,15.53,0.0,ASMI,WARNING
16.408,-52.68,20.0,55.51,1.34,ASMI,WARNING
7.459,-48.95,20.0,45.76,11.55,ASMI,NORMAL
1.519,-35.0,18.4,33.43,11.24,ASMI,WARNING
12.368,-46.74,19.19,28.84,19.43,ASMI,NORMAL
8.986,-36.22,15.45,70.89,4.7,ASMI,FAILURE
8.281,-39.11,17.94,28.17,6.8,ASMI,NORMAL
28.619,-77.35,9.25,66.9,16.14,ASMI,WARNING
7.534,-44.82,17.34,45.07,3.69,ASMI,WARNING
4.318,-35.0,20.0,31.84,6.62,ASMI,WARNING
4.197,-35.0,17.3,80.53,7.89,ASMI,WARNING
24.287,-69.9,18.11,42.75,12.04,ASMI,NORMAL
21.588,-65.46,11.12,11.35,0.26,ASMI,WARNING
4.32,-44.62,20.0,86.6,6.78,ASMI,FAILURE
6.983,-35.0,15.89,38.31,12.63,ASMI,FAILURE
22.547,-66.26,15.21,84.01,8.95,ASMI,NORMAL
8.601,-35.0,17.14,59.17,2.73,ASMI,WARNING
29.455,-72.21,17.34,89.32,9.08,ASMI,NORMAL
16.447,-59.14,15.94,47.63,0.0,ASMI,NORMAL
6.164,-35.43,19.36,25.25,0.0,ASMI,NORMAL
25.835,-69.6,15.57,11.62,8.8,ASMI,FAILURE
9.925,-49.22,17.7,80.07,0.0,ASMI,NORMAL
9.02,-36.62,20.0,80.14,5.31,ASMI,WARNING
10.16,-39.79,20.0,27.61,4.73,ASMI,WARNING
23.162,-73.75,12.65,95.99,0.0,ASMI,NORMAL
5.61,-35.0,20.0,95.42,0.0,ASMI,NORMAL
11.763,-35.4,17.26,42.9,14.89,ASMI,FAILURE
1.41,-35.0,20.0,23.28,17.7,ASMI,FAILURE
24.885,-90.01,10.29,35.55,16.38,ASMI,NORMAL
10.551,-35.0,20.0,93.64,6.49,ASMI,WARNING
7.821,-35.0,19.84,64.85,9.21,ASMI,NORMAL
17.607,-66.42,9.29,92.29,17.36,ASMI,FAILURE
21.297,-67.25,12.16,12.05,4.94,ASMI,NORMAL
24.48,-71.06,6.82,99.18,4.06,ASMI,FAILURE
10.76,-60.67,15.05,66.52,8.93,ASMI,NORMAL
24.463,-73.4,16.82,26.72,5.34,ASMI,NORMAL
14.214,-46.69,15.37,55.61,6.75,ASMI,FAILURE
3.484,-35.0,20.0,83.81,0.25,ASMI,WARNING
25.466,-74.66,10.05,22.7,11.69,ASMI,NORMAL
16.655,-50.66,12.42,64.77,14.14,ASMI,WARNING
18.273,-60.91,12.24,72.42,17.44,ASMI,NORMAL
28.156,-82.13,13.35,47.15,1.76,ASMI,WARNING
16.995,-51.46,16.99,58.74,18.07,ASMI,WARNING
0.665,-35.0,20.0,85.36,12.42,ASMI,FAILURE
26.183,-81.15,15.38,95.66,11.97,ASMI,WARNING
8.9,-35.0,17.93,59.88,13.11,ASMI,WARNING
15.302,-58.34,17.93,73.24,9.96,ASMI,NORMAL
6.544,-35.0,16.66,39.05,0.0,ASMI,NORMAL
9.261,-35.0,18.05,40.07,1.7,ASMI,WARNING
20.756,-63.7,16.63,89.96,7.35,ASMI,FAILURE
13.172,-60.76,18.66,18.88,0.0,ASMI,FAILURE
19.0,-63.6,13.91,28.49,13.05,ASMI,WARNING
24.795,-63.84,16.38,34.29,3.92,ASMI,FAILURE
10.554,-51.69,16.47,18.49,9.54,ASMI,WARNING
17.266,-49.83,20.0,70.09,13.56,ASMI,NORMAL
23.439,-73.33,13.63,91.56,13.68,ASMI,NORMAL
21.596,-71.58,13.64,12.43,8.13,ASMI,FAILURE
16.425,-56.49,13.84,32.71,6.66,ASMI,NORMAL
11.81,-41.6,19.29,92.86,7.47,ASMI,WARNING
12.521,-46.92,19.58,51.91,0.0,ASMI,NORMAL
13.277,-37.99,19.67,89.71,2.48,ASMI,WARNING
10.791,-46.89,16.78,94.96,11.45,ASMI,WARNING
21.123,-73.63,15.14,99.18,6.92,ASMI,NORMAL
4.2,-35.0,19.53,45.61,12.77,ASMI,WARNING
29.04,-87.98,13.17,40.87,9.47,ASMI,NORMAL
23.48,-58.58,14.39,77.38,0.87,ASMI,WARNING
9.296,-37.57,18.55,63.51,13.48,ASMI,WARNING
1.755,-35.0,20.0,69.33,13.62,ASMI,NORMAL
21.483,-54.75,18.95,57.91,8.02,ASMI,FAILURE
22.164,-68.02,18.71,56.27,7.33,ASMI,WARNING
28.927,-83.97,8.5,38.35,3.3,ASMI,WARNING
7.984,-53.42,17.61,63.6,14.19,ASMI,FAILURE
2.94,-36.67,20.0,34.14,10.57,ASMI,NORMAL
27.496,-75.33,16.88,42.01,4.44,ASMI,WARNING
8.13,-35.0,20.0,66.75,10.72,ASMI,FAILURE
21.785,-65.52,14.63,67.3,10.86,ASMI,NORMAL
2.289,-35.0,20.0,61.94,8.66,ASMI,WARNING
22.937,-73.15,9.25,70.73,7.09,ASMI,FAILURE
4.247,-35.0,20.0,47.07,13.31,ASMI,WARNING
21.02,-64.0,16.32,63.49,0.0,ASMI,WARNING
16.204,-42.19,19.1,18.58,6.39,ASMI,NORMAL
28.687,-83.26,13.66,53.54,15.61,ASMI,WARNING
1.589,-35.0,20.0,62.74,0.0,ASMI,NORMAL
9.115,-41.78,20.0,48.0,9.65,ASMI,FAILURE
2.551,-35.0,20.0,11.53,0.29,ASMI,WARNING
26.436,-82.6,9.69,73.09,13.21,ASMI,WARNING
18.02,-64.89,15.45,50.99,3.32,ASMI,FAILURE
16.282,-60.58,15.81,24.01,0.0,ASMI,NORMAL
4.378,-35.0,15.42,97.53,2.12,ASMI,FAILURE
14.926,-42.07,20.0,94.82,0.63,ASMI,NORMAL
12.262,-40.38,19.99,24.28,0.0,ASMI,NORMAL
9.815,-37.31,20.0,73.65,7.68,ASMI,NORMAL
23.28,-72.2,9.66,56.58,3.9,ASMI,WARNING
2.308,-35.0,20.0,36.04,11.84,ASMI,WARNING
19.577,-56.17,16.84,71.59,2.02,ASMI,NORMAL
24.778,-76.24,7.99,50.3,5.27,ASMI,WARNING
27.266,-77.41,8.22,90.87,18.01,ASMI,NORMAL
22.505,-62.62,15.34,73.33,9.2,ASMI,WARNING
8.832,-35.0,19.46,55.68,20.28,ASMI,WARNING
18.215,-51.65,14.98,50.67,12.64,ASMI,NORMAL
4.671,-39.2,20.0,12.84,3.63,ASMI,NORMAL
3.953,-35.0,20.0,24.48,0.0,ASMI,NORMAL
19.339,-58.41,17.06,14.06,3.89,ASMI,WARNING
25.608,-65.13,11.0,15.71,0.0,ASMI,WARNING
2.484,-35.0,20.0,16.04,2.95,ASMI,NORMAL
3.627,-35.0,20.0,11.27,10.04,ASMI,NORMAL
17.185,-58.57,12.54,81.22,10.0,ASMI,WARNING
6.937,-35.0,20.0,53.07,11.96,ASMI,WARNING
18.549,-66.19,15.47,77.42,6.56,ASMI,WARNING
6.829,-35.0,15.9,25.1,16.73,ASMI,NORMAL
3.936,-35.0,18.29,85.71,4.08,ASMI,NORMAL
16.594,-65.14,14.74,18.47,14.11,ASMI,WARNING
25.935,-62.21,17.74,38.99,0.0,ASMI,WARNING
20.711,-53.3,9.07,43.36,15.07,ASMI,NORMAL
24.652,-64.45,18.45,31.22,7.88,ASMI,FAILURE
8.357,-36.9,19.54,22.36,0.96,ASMI,NORMAL
26.636,-69.26,17.51,66.53,0.0,ASMI,WARNING
11.623,-44.64,11.57,10.76,13.8,ASMI,WARNING
25.647,-69.82,11.16,81.25,2.64,ASMI,WARNING
14.4,-43.55,20.0,13.81,5.84,ASMI,NORMAL
8.402,-35.0,20.0,96.76,8.04,ASMI,WARNING
8.178,-39.18,20.0,88.15,4.84,ASMI,NORMAL
17.246,-60.1,18.72,47.31,3.59,ASMI,FAILURE
2.831,-35.0,20.0,22.84,0.0,ASMI,NORMAL
27.937,-75.01,14.74,88.36,12.33,ASMI,WARNING
8.508,-37.2,20.0,67.97,5.45,ASMI,NORMAL
10.401,-44.36,20.0,55.43,4.42,ASMI,NORMAL
7.382,-36.22,19.44,38.75,6.2,ASMI,WARNING
0.589,-35.0,20.0,60.52,10.1,ASMI,WARNING
20.93,-64.4,15.11,47.36,14.21,ASMI,WARNING
17.921,-63.38,19.52,51.88,8.03,ASMI,WARNING
24.385,-67.84,12.93,86.09,6.84,ASMI,WARNING
1.71,-35.0,20.0,95.72,0.45,ASMI,FAILURE
27.895,-77.05,15.72,96.64,17.1,ASMI,FAILURE
10.261,-37.38,17.82,91.71,8.46,ASMI,WARNING
27.436,-79.72,10.54,82.2,8.16,ASMI,WARNING
3.66,-35.0,20.0,50.83,6.5,ASMI,WARNING
22.446,-59.83,18.16,17.94,13.09,ASMI,NORMAL
17.591,-44.11,20.0,66.76,9.8,ASMI,FAILURE
11.067,-46.88,16.88,46.18,12.9,ASMI,WARNING
2.835,-35.0,18.53,71.83,3.56,ASMI,NORMAL
18.34,-38.13,20.0,29.87,19.78,ASMI,FAILURE
1.28,-35.0,19.48,78.83,8.73,ASMI,NORMAL
15.288,-48.31,10.91,25.36,0.0,ASMI,WARNING
18.324,-58.37,20.0,82.77,7.57,ASMI,WARNING
22.109,-64.32,20.0,92.05,0.61,ASMI,WARNING
29.744,-75.96,16.91,91.03,15.08,ASMI,FAILURE
8.173,-35.0,20.0,41.19,8.75,ASMI,WARNING
10.01,-45.85,20.0,45.08,0.0,ASMI,NORMAL
10.564,-44.01,18.36,85.43,5.46,ASMI,NORMAL
22.082,-60.65,20.0,72.29,3.57,ASMI,WARNING
27.989,-77.24,17.09,57.4,2.47,ASMI,FAILURE
29.243,-83.3,13.75,96.45,10.69,ASMI,WARNING
28.401,-70.96,6.21,56.46,15.12,ASMI,NORMAL
26.442,-68.78,14.89,31.94,2.26,ASMI,NORMAL
29.734,-85.82,9.92,71.19,7.65,ASMI,NORMAL
11.59,-39.54,20.0,56.1,18.23,ASMI,NORMAL
28.475,-87.94,8.04,28.35,10.26,ASMI,WARNING
22.95,-60.25,17.19,23.72,12.27,ASMI,NORMAL
5.47,-35.0,18.74,41.96,10.86,ASMI,WARNING
1.841,-35.0,20.0,97.36,4.39,ASMI,WARNING
6.827,-37.16,17.5,23.12,6.94,ASMI,FAILURE
23.473,-71.97,14.52,52.43,0.0,ASMI,NORMAL
19.135,-65.54,15.65,39.42,10.24,ASMI,WARNING
7.119,-35.0,20.0,94.87,10.23,ASMI,WARNING
22.387,-72.03,12.49,43.97,11.61,ASMI,WARNING
4.669,-35.0,19.47,30.36,8.02,ASMI,WARNING
24.744,-75.43,16.67,53.04,3.09,ASMI,FAILURE
23.928,-80.39,12.24,23.83,14.52,ASMI,NORMAL
29.191,-78.96,11.05,44.15,12.14,ASMI,WARNING
4.933,-35.0,20.0,75.92,13.35,ASMI,NORMAL
27.245,-79.95,13.7,63.94,5.4,ASMI,NORMAL
10.563,-49.21,16.05,10.99,5.33,ASMI,WARNING
12.774,-51.03,16.85,54.81,16.33,ASMI,FAILURE
14.319,-49.78,16.43,83.18,0.0,ASMI,FAILURE
18.994,-61.91,20.0,60.65,8.26,ASMI,WARNING
29.846,-83.74,10.29,52.34,0.86,ASMI,WARNING
18.199,-63.29,12.04,47.36,7.05,ASMI,FAILURE
27.838,-86.51,7.01,58.3,12.35,ASMI,WARNING
8.023,-43.23,17.92,16.66,0.43,ASMI,FAILURE
12.253,-52.5,16.44,81.97,2.09,ASMI,WARNING
15.383,-51.02,18.14,87.09,7.15,ASMI,FAILURE
10.026,-38.39,18.18,63.31,11.81,ASMI,WARNING
29.318,-83.44,11.38,98.11,3.53,ASMI,FAILURE
21.908,-68.61,19.07,59.97,0.0,ASMI,WARNING
14.627,-48.47,17.9,12.44,3.26,ASMI,WARNING
22.663,-70.48,17.52,51.75,13.54,ASMI,WARNING
14.29,-57.28,17.04,45.99,5.27,ASMI,NORMAL
1.008,-35.0,18.94,27.47,2.51,ASMI,WARNING
16.524,-57.12,14.61,58.1,2.11,ASMI,WARNING
18.943,-61.31,16.86,50.93,9.21,ASMI,FAILURE
29.446,-84.49,5.46,25.4,18.34,ASMI,WARNING
1.703,-35.0,20.0,55.55,9.21,ASMI,WARNING
15.607,-42.64,16.01,85.1,7.06,ASMI,WARNING
3.396,-35.0,20.0,55.83,4.45,ASMI,NORMAL
4.895,-35.0,20.0,29.57,13.6,ASMI,NORMAL
18.509,-52.24,16.62,71.73,2.7,ASMI,FAILURE
7.331,-35.0,20.0,88.28,0.62,ASMI,WARNING
22.601,-57.93,14.17,41.06,15.69,ASMI,WARNING
15.669,-57.23,13.59,16.4,6.55,ASMI,NORMAL
6.937,-35.0,20.0,92.34,0.0,ASMI,NORMAL
15.067,-50.89,9.94,71.4,4.38,ASMI,WARNING
0.526,-35.0,20.0,99.23,2.66,ASMI,NORMAL
25.951,-70.9,12.2,72.51,0.0,ASMI,NORMAL
0.874,-35.0,20.0,21.18,14.71,ASMI,NORMAL
0.707,-35.0,17.47,48.98,1.34,ASMI,FAILURE
18.539,-53.49,20.0,13.86,3.61,ASMI,WARNING
29.219,-77.89,15.88,40.73,1.22,ASMI,WARNING
25.75,-54.09,12.38,80.68,11.75,ASMI,NORMAL
7.935,-40.73,20.0,60.01,0.41,ASMI,WARNING
6.302,-44.21,20.0,51.3,0.0,ASMI,WARNING
18.97,-58.71,15.96,86.31,21.24,ASMI,WARNING
24.768,-76.08,8.84,25.94,4.56,ASMI,NORMAL
11.181,-51.07,14.61,58.48,23.53,ASMI,FAILURE
13.254,-53.6,15.48,68.26,4.01,ASMI,WARNING
3.907,-35.0,19.76,93.32,0.0,ASMI,WARNING
5.008,-35.0,20.0,24.73,7.7,ASMI,NORMAL
17.266,-68.17,9.71,73.6,11.88,ASMI,FAILURE
3.528,-35.0,20.0,14.12,17.69,ASMI,WARNING
6.46,-37.59,20.0,61.05,5.92,ASMI,FAILURE
7.423,-35.0,16.35,68.05,12.37,ASMI,NORMAL
13.596,-45.65,20.0,85.59,0.0,ASMI,FAILURE
1.846,-35.0,11.72,39.14,2.26,ASMI,NORMAL
15.243,-62.13,12.12,72.7,13.28,ASMI,NORMAL
27.896,-73.88,9.66,18.34,12.5,ASMI,NORMAL
1.222,-35.0,20.0,30.03,0.0,ASMI,NORMAL
19.114,-62.13,12.63,79.61,4.1,ASMI,WARNING
25.157,-69.41,12.06,90.34,0.0,ASMI,WARNING
9.718,-40.96,20.0,11.46,4.27,ASMI,NORMAL
4.38,-35.0,20.0,24.98,1.69,ASMI,NORMAL
1.779,-35.0,19.13,28.91,0.0,ASMI,WARNING
19.495,-51.49,10.73,56.74,14.46,ASMI,NORMAL
16.791,-62.95,16.89,23.88,9.98,ASMI,WARNING
7.264,-37.87,20.0,97.85,0.9,ASMI,WARNING
25.033,-69.09,14.23,44.91,2.32,ASMI,FAILURE
22.197,-56.94,19.64,22.85,5.5,ASMI,FAILURE
8.655,-35.0,20.0,79.68,5.14,ASMI,NORMAL
22.724,-70.24,11.84,60.56,9.97,ASMI,FAILURE
7.727,-52.95,20.0,92.27,14.69,ASMI,FAILURE
20.42,-71.61,16.84,94.2,14.89,ASMI,WARNING
3.997,-35.0,20.0,87.03,0.83,ASMI,WARNING
20.921,-60.96,17.34,60.79,10.65,ASMI,WARNING
7.544,-42.57,20.0,30.03,7.39,ASMI,WARNING
17.388,-57.84,15.15,48.57,14.01,ASMI,WARNING
5.588,-35.0,20.0,53.43,12.27,ASMI,WARNING
21.916,-73.97,15.21,97.8,6.64,ASMI,WARNING
2.296,-38.97,20.0,32.73,0.13,ASMI,NORMAL
5.38,-35.0,20.0,49.13,9.53,ASMI,NORMAL
5.932,-35.0,14.35,60.61,8.55,ASMI,WARNING
1.72,-35.0,20.0,45.2,0.0,ASMI,WARNING
22.478,-75.98,9.72,20.86,7.72,ASMI,NORMAL
29.438,-84.31,12.26,90.14,0.0,ASMI,WARNING
23.463,-67.58,12.84,82.11,15.98,ASMI,WARNING
25.889,-77.03,17.43,33.08,3.48,ASMI,NORMAL
0.677,-35.0,18.54,50.27,9.58,ASMI,NORMAL
3.977,-35.0,19.34,76.17,5.75,ASMI,NORMAL
16.991,-58.58,20.0,97.62,9.85,ASMI,WARNING
29.347,-87.36,12.82,25.08,11.39,ASMI,WARNING
19.991,-57.5,14.49,67.42,7.54,ASMI,NORMAL
11.537,-37.87,19.54,83.58,4.17,ASMI,WARNING
4.811,-35.0,20.0,12.33,8.9,ASMI,NORMAL
5.009,-35.0,18.34,82.99,12.02,ASMI,NORMAL
11.201,-40.21,18.38,81.09,12.98,ASMI,WARNING
21.557,-63.02,14.93,93.11,7.09,ASMI,WARNING
1.439,-35.0,20.0,17.6,0.0,ASMI,WARNING
25.639,-74.77,14.95,21.19,0.19,ASMI,FAILURE
28.276,-87.26,5.79,56.68,7.66,ASMI,NORMAL
26.72,-71.52,12.0,88.45,3.81,ASMI,NORMAL
27.434,-78.75,12.54,88.71,10.1,ASMI,NORMAL
0.953,-35.0,20.0,73.01,8.42,ASMI,FAILURE
29.345,-78.49,12.56,50.39,0.0,ASMI,FAILURE
11.308,-47.79,20.0,30.8,5.4,ASMI,NORMAL
26.144,-75.47,11.2,52.72,0.0,ASMI,WARNING
6.011,-35.0,20.0,29.54,0.0,ASMI,NORMAL
13.673,-48.5,17.7,79.57,4.76,ASMI,NORMAL
1.803,-35.0,20.0,47.94,10.65,ASMI,NORMAL
1.682,-35.0,20.0,58.54,0.17,ASMI,WARNING
28.327,-83.23,14.01,71.28,0.0,ASMI,NORMAL
24.413,-64.44,14.33,57.38,3.93,ASMI,WARNING
16.13,-61.07,16.81,77.98,16.96,ASMI,FAILURE
16.001,-58.84,16.08,80.75,3.15,ASMI,NORMAL
22.588,-65.02,15.43,31.85,17.83,ASMI,NORMAL
10.579,-43.47,20.0,36.83,2.21,ASMI,NORMAL
22.975,-58.15,18.61,15.34,10.2,ASMI,WARNING
14.808,-53.62,13.37,18.03,8.3,ASMI,FAILURE
19.319,-60.96,19.23,84.65,13.17,ASMI,WARNING
28.962,-72.67,9.52,29.26,7.0,ASMI,NORMAL
14.404,-43.35,20.0,85.12,0.0,ASMI,FAILURE
12.843,-45.11,15.5,98.73,0.0,ASMI,NORMAL
27.22,-82.91,14.74,31.85,1.95,ASMI,FAILURE
27.126,-65.02,17.97,51.43,2.86,ASMI,FAILURE
29.776,-81.0,12.34,58.34,3.09,ASMI,NORMAL
16.75,-59.63,13.91,94.85,12.34,ASMI,NORMAL
10.656,-54.36,20.0,26.08,11.19,ASMI,NORMAL
7.592,-39.64,19.14,85.24,7.22,ASMI,FAILURE
1.506,-35.0,19.18,96.2,7.34,ASMI,NORMAL
21.938,-73.01,2.59,59.9,16.25,ASMI,WARNING
7.388,-42.1,15.05,23.72,14.83,ASMI,FAILURE
18.396,-51.68,20.0,40.04,13.01,ASMI,FAILURE
27.539,-72.93,12.82,96.32,2.66,ASMI,WARNING
28.531,-75.61,11.42,25.14,11.68,ASMI,FAILURE
0.63,-35.0,20.0,53.89,9.22,ASMI,NORMAL
9.854,-44.99,17.04,27.09,8.21,ASMI,WARNING
25.203,-69.99,10.22,91.37,6.03,ASMI,WARNING
16.325,-49.45,19.49,63.14,0.0,ASMI,WARNING
24.322,-78.8,13.73,93.1,2.85,ASMI,WARNING
25.673,-65.31,16.76,95.16,0.0,ASMI,NORMAL
13.557,-55.88,11.59,54.01,4.55,ASMI,NORMAL
11.09,-47.05,20.0,94.34,0.0,ASMI,WARNING
13.935,-45.87,20.0,10.06,4.37,ASMI,WARNING
19.757,-56.03,17.84,27.29,0.0,ASMI,NORMAL
11.331,-40.5,20.0,76.06,0.0,ASMI,NORMAL
23.362,-79.48,13.4,57.38,9.4,ASMI,NORMAL
27.168,-80.77,9.34,99.19,0.0,ASMI,WARNING
8.828,-43.8,15.89,80.59,4.6,ASMI,NORMAL
